name,label,description,bbox_str,beginPosition,timeResolution,endPosition,prefix
landuse.pacific.wet_organic_nitrogen.subestuary_cmaq,wet_organic_nitrogen.subestuary_cmaq(-),USGS/EPA CMAQ modeled wet deposition of organic nitrogen in subestuaries,-180 -90 180 90,2002-01-01T00:00:00Z,PT1Y,2012-12-31T23:59:59Z,landuse
landuse.pacific.wet_oxidized_nitrogen.subestuary_cmaq,wet_oxidized_nitrogen.subestuary_cmaq(-),USGS/EPA CMAQ modeled wet deposition of oxidized in subestuaries,-180 -90 180 90,2002-01-01T00:00:00Z,PT1Y,2012-12-31T23:59:59Z,landuse
landuse.pacific.wet_reduced_nitrogen.subestuary_cmaq,wet_reduced_nitrogen.subestuary_cmaq(-),USGS/EPA CMAQ modeled wet deposition of reduced nitrogen in subestuaries,-180 -90 180 90,2002-01-01T00:00:00Z,PT1Y,2012-12-31T23:59:59Z,landuse
landuse.pacific.wet_sulfur.subestuary_cmaq,wet_sulfur.subestuary_cmaq(-),USGS/EPA CMAQ modeled wet deposition of sulfur in subestuaries,-180 -90 180 90,2002-01-01T00:00:00Z,PT1Y,2012-12-31T23:59:59Z,landuse
landuse.pacific.nitrogen.load_estuary_sparrow_1992,nitrogen.load_estuary_sparrow_1992(-),USGS SPARROW 1992 model estuary nitrogen loads,-180 -90 180 90,1992-01-01T00:00:00Z,PT1Y,1992-12-31T23:59:59Z,landuse
landuse.pacific.nitrogen.load_estuary_sparrow_2002_mrb7,nitrogen.load_estuary_sparrow_2002_mrb7(-),USGS SPARROW 2002 model estuary major river basin 7 nitrogen loads,-180 -90 180 90,1992-01-01T00:00:00Z,PT1Y,1992-12-31T23:59:59Z,landuse
landuse.pacific.nitrogen.load_estuary_sparrow_2011_mrb7,nitrogen.load_estuary_sparrow_2011_mrb7(-),USGS SPARROW 2011 model estuary major river basin 7 nitrogen loads,-180 -90 180 90,2011-01-01T00:00:00Z,PT1Y,2011-12-31T23:59:59Z,landuse
landuse.pacific.nitrogen.load_subestuary_sparrow_1992,nitrogen.load_subestuary_sparrow_1992(-),USGS SPARROW 1992 model subestuary nitrogen loads,-180 -90 180 90,1992-01-01T00:00:00Z,PT1Y,1992-12-31T23:59:59Z,landuse
landuse.pacific.nitrogen.load_subestuary_sparrow_2002_mrb7,nitrogen.load_subestuary_sparrow_2002_mrb7(-),USGS SPARROW 2002 model subestuary major river basin 7 nitrogen loads,-180 -90 180 90,1992-01-01T00:00:00Z,PT1Y,1992-12-31T23:59:59Z,landuse
landuse.pacific.total_nitrogen.source_watershed_nadp,total_nitrogen.source_watershed_nadp(-),USGS/EPA NADP modeled deposition of nitrogen in watersheds,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2014-12-31T23:59:59Z,landuse
landuse.pacific.wet_nitrogen.source_watershed_nadp,wet_nitrogen.source_watershed_nadp(-),USGS/EPA NADP modeled wet deposition of nitrogen in watersheds,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2014-12-31T23:59:59Z,landuse
landuse.pacific.dry_nitrogen.source_watershed_nadp,dry_nitrogen.source_watershed_nadp(-),USGS/EPA NADP modeled dry deposition of nitrogen in watersheds,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2014-12-31T23:59:59Z,landuse
landuse.pacific.oxidized_nitrogen.source_watershed_nadp,oxidized_nitrogen.source_watershed_nadp(-),USGS/EPA NADP modeled deposition of oxidized nitrogen in watersheds,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2014-12-31T23:59:59Z,landuse
landuse.pacific.reduced_nitrogen.source_watershed_nadp,reduced_nitrogen.source_watershed_nadp(-),USGS/EPA NADP modeled deposition of reduced nitrogen in watersheds,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2014-12-31T23:59:59Z,landuse
landuse.pacific.dry_oxidized_nitrogen.source_watershed_nadp,dry_oxidized_nitrogen.source_watershed_nadp(-),USGS/EPA NADP modeled deposition of dry oxidized nitrogen in watersheds,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2014-12-31T23:59:59Z,landuse
landuse.pacific.dry_reduced_nitrogen.source_watershed_nadp,dry_reduced_nitrogen.source_watershed_nadp(-),USGS/EPA NADP modeled deposition of dry reduced nitrogen in watersheds,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2014-12-31T23:59:59Z,landuse
landuse.pacific.wet_no3.source_watershed_nadp,wet_no3.source_watershed_nadp(-),USGS/EPA NADP modeled wet deposition of nitrate in watersheds,-180 -90 180 90,1994-01-01T00:00:00Z,PT1Y,2014-12-31T23:59:59Z,landuse
landuse.pacific.wet_nh4.source_watershed_nadp,wet_nh4.source_watershed_nadp(-),USGS/EPA NADP modeled wet deposition of ammonium in watersheds,-180 -90 180 90,1994-01-01T00:00:00Z,PT1Y,2014-12-31T23:59:59Z,landuse
landuse.pacific.dry_no3.source_watershed_nadp,dry_no3.source_watershed_nadp(-),USGS/EPA NADP modeled dry deposition nitrate in watersheds,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2014-12-31T23:59:59Z,landuse
landuse.pacific.dry_nh4.source_watershed_nadp,dry_nh4.source_watershed_nadp(-),USGS/EPA NADP modeled dry deposition of ammonium in watersheds,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2014-12-31T23:59:59Z,landuse
landuse.pacific.nitrogen.source_watershed_cmaq,nitrogen.source_watershed_cmaq(-),USGS/EPA CMAQ modeled nitrogen in watersheds,-180 -90 180 90,2002-01-01T00:00:00Z,PT1Y,2008-12-31T23:59:59Z,landuse
landuse.pacific.nitrogen.source_watershed_point,nitrogen.source_watershed_point(-),USGS/EPA Point-source nitrogen in watersheds,-180 -90 180 90,2007-01-01T00:00:00Z,PT1Y,2011-12-31T23:59:59Z,landuse
landuse.pacific.nitrogen.source_watershed_nonpoint,nitrogen.source_watershed_nonpoint(-),USGS/EPA Non-point source nitrogen in watersheds,-180 -90 180 90,2006-01-01T00:00:00Z,PT1Y,2006-12-31T23:59:59Z,landuse
landuse.pacific.phosphorus.source_watershed_point,phosphorus.source_watershed_point(-),USGS/EPA Point-source phosphorus in watersheds,-180 -90 180 90,2007-01-01T00:00:00Z,PT1Y,2016-12-31T23:59:59Z,landuse
landuse.pacific.sediment_nca,sediment_nca(-),EPA-NCA seabed sediment point multi-data 1990-2006,-180 -90 180 90,1990-01-01T00:00:00Z,PT1Y,2006-12-31T23:59:59Z,landuse
landuse.pacific.sediment_nca_1990-2006,sediment_nca_1990-2006(-),EPA-NCA seabed sediment point multi-data 1990-2006,-180 -90 180 90,1990-01-01T00:00:00Z,PT1Y,2006-12-31T23:59:59Z,landuse
landuse.pacific.sediment_nca_2015,sediment_nca_2015(-),EPA-NCA seabed sediment point multi-data 2015,-180 -90 180 90,2015-01-01T00:00:00Z,PT1Y,2015-12-31T23:59:59Z,landuse
landuse.pacific.sediment_calculated,sediment_calculated(-),USGS seabed sediment point multi-data (calculated),-180 -90 180 90,1990-01-01T00:00:00Z,PT1Y,2006-12-31T23:59:59Z,landuse
landuse.pacific.sediment_extracted,sediment_extracted(-),USGS seabed sediment point multi-data (extracted),-180 -90 180 90,1990-01-01T00:00:00Z,PT1Y,2006-12-31T23:59:59Z,landuse
landuse.pacific.sediment_parsed,sediment_parsed(-),USGS seabed sediment point multi-data (parsed),-180 -90 180 90,1990-01-01T00:00:00Z,PT1Y,2006-12-31T23:59:59Z,landuse
landuse.pacific.coastal_vulnerability,coastal_vulnerability(-),Coastal vulnerability measures,-180 -90 180 90,1976-01-01T00:00:00Z,PT1Y,1995-12-31T23:59:59Z,landuse
landuse.pacific.sensitivity_estuary,sensitivity_estuary(-),Estuary nutrient sensitivity measures,-180 -90 180 90,2016-10-05T00:00:00Z,PT1Y,2016-10-05T23:59:59Z,landuse
landuse.pacific.groundwater_contact_catchment,groundwater_contact_catchment(-),Groundwater contact time (days) in catchments.,-180 -90 180 90,2002-01-01T00:00:00Z,PT1Y,2002-12-31T23:59:59Z,landuse
landuse.pacific.groundwater_contact_watershed,groundwater_contact_watershed(days),Groundwater contact time (days) in watersheds.,-180 -90 180 90,2002-01-01T00:00:00Z,PT1Y,2002-12-31T23:59:59Z,landuse
landuse.pacific.stream_discharge_nhd_line,stream_discharge_nhd_line(days),NHD stream discharge measures,-180 -90 180 90,1952-01-01T00:00:00Z,PT1Y,2017-12-31T23:59:59Z,landuse
landuse.pacific.stream_discharge_usgs_point,stream_discharge_usgs_point(-),USGS gauge discharge measures,-180 -90 180 90,1952-01-01T00:00:00Z,PT1Y,2017-12-31T23:59:59Z,landuse
landuse.pacific.tide_point,tide_point(-),NOAA gauge tide height and volume measures,-180 -90 180 90,1952-01-01T00:00:00Z,PT1Y,2017-12-31T23:59:59Z,landuse
landuse.pacific.tide_current,tide_current(-),NOAA gauge tide current measures,-180 -90 180 90,2017-01-01T00:00:00Z,PT1Y,2019-12-31T23:59:59Z,landuse
landuse.pacific.longshore_current,longshore_current(-),UCSD high-frequency gauge network longshore current measures,-180 -90 180 90,2012-01-01T00:00:00Z,PT1Y,2020-12-31T23:59:59Z,landuse
landuse.pacific.estuary_flushing,estuary_flushing(-),NOAA gauge estuary flushing measures,-180 -90 180 90,1950-01-01T00:00:00Z,PT1Y,2020-12-31T23:59:59Z,landuse
landuse.pacific.salinity_point,salinity_point(-),NOAA gauge estuary salinity measures,-180 -90 180 90,1990-01-01T00:00:00Z,PT1Y,2018-12-31T23:59:59Z,landuse
landuse.stream_temperature_point_08_lower_columbia_river,stream_temperature_point_08_lower_columbia_river(-),Stream temperature point August Lower Columbia River,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2080-12-31T23:59:59Z,landuse
landuse.stream_temperature_point_08_middle_columbia_river,stream_temperature_point_08_middle_columbia_river(-),Stream temperature point August Middle Columbia River,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2080-12-31T23:59:59Z,landuse
landuse.stream_temperature_line_08_lower_columbia_river,stream_temperature_line_08_lower_columbia_river(-),Stream temperature line August Lower Columbia River,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2080-12-31T23:59:59Z,landuse
landuse.stream_temperature_line_08_middle_columbia_river,stream_temperature_line_08_middle_columbia_river(-),Stream temperature line August Middle Columbia River,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2080-12-31T23:59:59Z,landuse
landuse.pacific.stream_shade_line_08_lower_columbia_river,stream_shade_line_08_lower_columbia_river(-),Stream shade line August Lower Columbia River,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2080-12-31T23:59:59Z,landuse
landuse.pacific.stream_shade_line_08_middle_columbia_river,stream_shade_line_08_middle_columbia_river(-),Stream shade line August Middle Columbia River,-180 -90 180 90,2000-01-01T00:00:00Z,PT1Y,2080-12-31T23:59:59Z,landuse
landuse.pacific.seagrass_point,seagrass_point(-),Seagrass point data,-180 -90 180 90,T00:00:00Z,PT1Y,2017-12-31T23:59:59Z,landuse
landuse.pacific.seagrass_polygon,seagrass_polygon(-),Seagrass polygon data,-180 -90 180 90,T00:00:00Z,PT1Y,2017-12-31T23:59:59Z,landuse
landuse.pacific.esat1_water_quality,esat1_water_quality(-),Estuary satellite-matched buoy water quality data.,-180 -90 180 90,T00:00:00Z,PT1Y,2021-12-31T23:59:59Z,landuse
landuse.pacific.esat2_water_quality,esat2_water_quality(-),Estuary satellite-matched buoy water quality data,-180 -90 180 90,T00:00:00Z,PT1Y,2020-12-31T23:59:59Z,landuse
landuse.alaska.elevation,elevation(m),NOAA topography/bathymetry elevation,-180 -90 180 90,2004-01-01T00:00:00Z,PT1Y,2004-12-31T23:59:59Z,landuse
landuse.elevation_adak_ak_mhw,elevation_adak_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Adak, AK (MHW)",-180 -90 180 90,2009-04-03T00:00:00Z,PT1Y,2009-04-03T23:59:59Z,landuse
landuse.elevation_akutan_ak_mhhw,elevation_akutan_ak_mhhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Akutan, AK (MHW)",-180 -90 180 90,2009-04-20T00:00:00Z,PT1Y,2009-04-20T23:59:59Z,landuse
landuse.elevation_atka_ak_mhw,elevation_atka_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Atka, AK (MHW)",-180 -90 180 90,2010-03-30T00:00:00Z,PT1Y,2010-03-30T23:59:59Z,landuse
landuse.elevation_chenega_ak_mhhw,elevation_chenega_ak_mhhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Chenega, AK (MHHW)",-180 -90 180 90,2011-01-24T00:00:00Z,PT1Y,2011-01-24T23:59:59Z,landuse
landuse.elevation_chignik_ak_mhw,elevation_chignik_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Chignik, AK (MHW)",-180 -90 180 90,2008-10-24T00:00:00Z,PT1Y,2008-10-24T23:59:59Z,landuse
landuse.elevation_craig_ak_mhw,elevation_craig_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Craig, AK (MHW)",-180 -90 180 90,2012-06-29T00:00:00Z,PT1Y,2012-06-29T23:59:59Z,landuse
landuse.elevation_dutch_harbor_ak_mhw,elevation_dutch_harbor_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Dutch Harbor, AK (MHW)",-180 -90 180 90,2006-08-22T00:00:00Z,PT1Y,2006-08-22T23:59:59Z,landuse
landuse.elevation_elfin_cove_ak_mhw,elevation_elfin_cove_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Elfin Cove, AK (MHW)",-180 -90 180 90,2011-03-31T00:00:00Z,PT1Y,2011-03-31T23:59:59Z,landuse
landuse.elevation_juneau_ak_mhhw,elevation_juneau_ak_mhhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Juneau, AK (MHHW)",-180 -90 180 90,2010-09-30T00:00:00Z,PT1Y,2010-09-30T23:59:59Z,landuse
landuse.elevation_kachemak_bay_ak_mhw,elevation_kachemak_bay_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Kachemak Bay, AK (MHW)",-180 -90 180 90,2010-12-07T00:00:00Z,PT1Y,2010-12-07T23:59:59Z,landuse
landuse.elevation_king_cove_ak_mhw,elevation_king_cove_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for King Cove, AK (MHW)",-180 -90 180 90,2013-12-31T00:00:00Z,PT1Y,2013-12-31T23:59:59Z,landuse
landuse.elevation_kodiak_ak_mhw,elevation_kodiak_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Kodiak, AK (MHW)",-180 -90 180 90,2013-11-04T00:00:00Z,PT1Y,2013-11-04T23:59:59Z,landuse
landuse.elevation_nikolski_ak_mhw,elevation_nikolski_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Nikolski, AK (MHW)",-180 -90 180 90,2010-03-15T00:00:00Z,PT1Y,2010-30-15T23:59:59Z,landuse
landuse.elevation_prince_william_sound_ak_mhhw,elevation_prince_william_sound_ak_mhhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Prince William Sound, AK (MHHW)",-180 -90 180 90,2009-04-20T00:00:00Z,PT1Y,2009-04-20T23:59:59Z,landuse
landuse.elevation_sand_point_ak_mhw,elevation_sand_point_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Sand Point, AK (MHW)",-180 -90 180 90,2006-09-29T00:00:00Z,PT1Y,2006-09-29T23:59:59Z,landuse
landuse.elevation_seldovia_ak_mhw,elevation_seldovia_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Seldovia, AK (MHW)",-180 -90 180 90,2004-06-22T00:00:00Z,PT1Y,2004-06-22T23:59:59Z,landuse
landuse.elevation_seward_ak_mhw,elevation_seward_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Seward, AK (MHW)",-180 -90 180 90,2005-06-22T00:00:00Z,PT1Y,2005-06-22T23:59:59Z,landuse
landuse.elevation_shemya_ak_mhw,elevation_shemya_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Shemya, AK (MHW)",-180 -90 180 90,2009-07-31T00:00:00Z,PT1Y,2009-07-31T23:59:59Z,landuse
landuse.elevation_sitka_ak_mhw,elevation_sitka_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Sitka, AK (MHW)",-180 -90 180 90,2011-07-26T00:00:00Z,PT1Y,2011-07-26T23:59:59Z,landuse
landuse.elevation_southcentral_ak_mhw,elevation_southcentral_ak_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Southcentral, AK (MHW)",-180 -90 180 90,2006-08-23T00:00:00Z,PT1Y,2006-08-23T23:59:59Z,landuse
landuse.elevation_southeast_ak_mhhw,elevation_southeast_ak_mhhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Southeast, AK (MHHW)",-180 -90 180 90,2010-08-30T00:00:00Z,PT1Y,2010-08-30T23:59:59Z,landuse
landuse.elevation_tatitlek_ak_mhhw,elevation_tatitlek_ak_mhhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Tatitlek, AK (MHHW)",-180 -90 180 90,2014-01-20T00:00:00Z,PT1Y,2014-01-20T23:59:59Z,landuse
landuse.elevation_unalaska_ak_mhhw,elevation_unalaska_ak_mhhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Unalaska, AK (MHHW)",-180 -90 180 90,2012-10-16T00:00:00Z,PT1Y,2012-10-16T23:59:59Z,landuse
landuse.elevation_whittier_ak_mhhw,elevation_whittier_ak_mhhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Whittier, AK (MHHW)",-180 -90 180 90,2009-04-20T00:00:00Z,PT1Y,2009-04-20T23:59:59Z,landuse
landuse.elevation_yakutat_ak_mhhw,elevation_yakutat_ak_mhhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Yakutat, AK (MHHW)",-180 -90 180 90,2009-05-27T00:00:00Z,PT1Y,2009-05-27T23:59:59Z,landuse
landuse.alaska.states,states(-),US states,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.alaska.provinces,provinces(-),Canadian Provinces,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.alaska.counties,counties(-),US counties,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.alaska.cities,cities(-),US cities,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.alaska.roads,roads(-),US roads,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.alaska.hucs,hucs(-),USGS Hydrologic Units Catalog,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.alaska.legislative_districts,legislative_districts(-),US Census Bureau Congressional Legislative Districts,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.hawaii.elevation,elevation(m),NOAA topography/bathymetry elevation,-180 -90 180 90,2004-01-01T00:00:00Z,PT1Y,2004-12-31T23:59:59Z,landuse
landuse.elevation_hanalei_hi_mhw,elevation_hanalei_hi_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Hanalei, HI (MHW)",-180 -90 180 90,2011-03-21T00:00:00Z,PT1Y,2011-03-21T23:59:59Z,landuse
landuse.elevation_hi_msl,elevation_hi_msl(m),NOAA Tsunami Inundation topography/bathymetry elevation for HI (MSL),-180 -90 180 90,2004-09-01T00:00:00Z,PT1Y,2004-09-01T23:59:59Z,landuse
landuse.elevation_hilo_hi_mhw,elevation_hilo_hi_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Hilo, HI (MHW)",-180 -90 180 90,2011-08-12T00:00:00Z,PT1Y,2011-08-12T23:59:59Z,landuse
landuse.elevation_kahului_hi_mllw,elevation_kahului_hi_mllw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Kahului, HI (MLLW)",-180 -90 180 90,2005-09-09T00:00:00Z,PT1Y,2005-09-09T23:59:59Z,landuse
landuse.elevation_kailua_kona_hi_mhw,elevation_kailua_kona_hi_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Kailua-Kona, HI (MHW)",-180 -90 180 90,2006-11-21T00:00:00Z,PT1Y,2006-11-21T23:59:59Z,landuse
landuse.elevation_kauai_hi_mhw,elevation_kauai_hi_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Kauai, HI (MHW)",-180 -90 180 90,2012-05-31T00:00:00Z,PT1Y,2012-05-31T23:59:59Z,landuse
landuse.elevation_kawaihae_hi_mhw,elevation_kawaihae_hi_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Kawaihae, HI (MHW)",-180 -90 180 90,2011-06-24T00:00:00Z,PT1Y,2011-06-24T23:59:59Z,landuse
landuse.elevation_keauhou_hi_mhw,elevation_keauhou_hi_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Keauhou, HI (MHW)",-180 -90 180 90,2011-06-24T00:00:00Z,PT1Y,2011-06-24T23:59:59Z,landuse
landuse.elevation_lahaina_hi_mhw,elevation_lahaina_hi_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Lahaina, HI (MHW)",-180 -90 180 90,2007-03-30T00:00:00Z,PT1Y,2007-03-30T23:59:59Z,landuse
landuse.elevation_nawiliwili_hi_mlw,elevation_nawiliwili_hi_mlw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Nawiliwili, HI (MLW)",-180 -90 180 90,2006-01-12T00:00:00Z,PT1Y,2006-01-12T23:59:59Z,landuse
landuse.elevation_oahu_hi_mhw,elevation_oahu_hi_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Oahu, HI (MHW)",-180 -90 180 90,2011-10-01T00:00:00Z,PT1Y,2011-10-01T23:59:59Z,landuse
landuse.elevation_pearl_harbor_hi_mhw,elevation_pearl_harbor_hi_mhw(m),"NOAA Tsunami Inundation topography/bathymetry elevation for Pearl Harbor, HI (MHW)",-180 -90 180 90,2006-06-29T00:00:00Z,PT1Y,2006-06-29T23:59:59Z,landuse
landuse.hawaii.states,states(-),US states,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.hawaii.counties,counties(-),US counties,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.hawaii.cities,cities(-),US cities,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.hawaii.roads,roads(-),US roads,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.hawaii.hucs,hucs(-),USGS Hydrologic Units Catalog,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.hawaii.legislative_districts,legislative_districts(-),US Census Bureau Congressional Legislative Districts,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.interior_sw.states,states(-),US states,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.interior_sw.counties,counties(-),US counties,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.interior_sw.cities,cities(-),US cities,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.interior_sw.roads,roads(-),US roads,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.interior_sw.hucs,hucs(-),USGS Hydrologic Units Catalog,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.interior_sw.lakes,lakes(-),MERIS/EPA lakes,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.interior_sw.legislative_districts,legislative_districts(-),US Census Bureau Congressional Legislative Districts,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.interior_sw.flowlines_puget_sound_watershed,flowlines_puget_sound_watershed(-),USGS SPARROW Modeled nutrients in _point of Puget Sound watershed,-180 -90 180 90,2024-01-01T00:00:00Z,PT1Y,2024-12-31T23:59:59Z,landuse
landuse.interior_sw.discharge_points_federal_puget_sound_watershed,discharge_points_federal_puget_sound_watershed(-),Federal-licensed discharge points in Puget Sound watershed,-180 -90 180 90,2005-01-01T00:00:00Z,PT1Y,2020-12-31T23:59:59Z,landuse
landuse.interior_sw.discharge_points_state_puget_sound_watershed,discharge_points_state_puget_sound_watershed(-),State-licensed discharge points in Puget Sound watershed,-180 -90 180 90,2005-01-01T00:00:00Z,PT1Y,2020-12-31T23:59:59Z,landuse
landuse.great_lakes.states,states(-),US states,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.great_lakes.provinces,provinces(-),Canadian Provinces,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.great_lakes.counties,counties(-),US counties,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.great_lakes.cities,cities(-),US cities,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.great_lakes.roads,roads(-),US roads,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.great_lakes.tributaries,tributaries(-),NHDFlowline stream level 1 major tributaries,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.great_lakes.hucs,hucs(-),USGS Hydrologic Units Catalog,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.great_lakes.watersheds,watersheds(-),NHD/EPA watersheds,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.great_lakes.lakes,lakes(-),MERIS/EPA lakes,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.great_lakes.legislative_districts,legislative_districts(-),US Census Bureau Congressional Legislative Districts,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.missouri_river.states,states(-),US states,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.missouri_river.provinces,provinces(-),Canadian Provinces,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.missouri_river.counties,counties(-),US counties,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.missouri_river.cities,cities(-),US cities,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.missouri_river.roads,roads(-),US roads,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.missouri_river.hucs,hucs(-),USGS Hydrologic Units Catalog,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.missouri_river.lakes,lakes(-),MERIS/EPA lakes,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.missouri_river.legislative_districts,legislative_districts(-),US Census Bureau Congressional Legislative Districts,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.lower_mississippi.states,states(-),US states,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.lower_mississippi.counties,counties(-),US counties,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
landuse.lower_mississippi.cities,cities(-),US cities,-180 -90 180 90,T00:00:00Z,PT1Y,2018-04-01T23:59:59Z,landuse
